gene,ko_l2_mean_70d,ko_l2_mean_115d
UAP1L1,1.1533708e-06,2.301266e-05
HOXB4,1.1533708e-06,4.5028788e-05
ANKK1,1.1533708e-06,0.00018676659
ANKRD20A19P,1.1533708e-06,1.6362472e-05
LINC02469,1.1533708e-06,5.4476465e-07
LL22NC01-81G9.3,1.1533708e-06,5.4476465e-07
LINC02317,1.1533708e-06,4.453738e-05
LINC02337,1.1533708e-06,5.4476465e-07
LINC02366,1.1533708e-06,5.4476465e-07
LINC02380,1.1533708e-06,6.447641e-05
AMHR2,1.1533708e-06,5.4476465e-07
LINC02627,1.1533708e-06,1.392192e-05
PATE3,1.1533708e-06,5.4476465e-07
S1PR3-1,1.1533708e-06,5.4476465e-07
LINC00364,1.1533708e-06,5.4476465e-07
LINC00368,1.1533708e-06,2.5114661e-05
LINC00385,1.1533708e-06,5.4476465e-07
LINC00427,1.1533708e-06,0.00019012118
IQCJ-SCHIP1-AS1,1.1533708e-06,2.7423706e-05
CALML6,1.1533708e-06,5.4476465e-07
LINC00293,1.1533708e-06,1.1722279e-05
LINC00311,1.1533708e-06,2.1877175e-05
LINC00452,1.1533708e-06,5.4476465e-07
DEFB131A,1.1533708e-06,1.5912494e-05
DEFB133,1.1533708e-06,5.4476465e-07
APOBEC3B,1.1533708e-06,5.4476465e-07
TRIM49C,1.1533708e-06,5.4476465e-07
TRIM74,1.1533708e-06,5.4476465e-07
LINC00272,1.1533708e-06,5.4476465e-07
LINC02418,1.1533708e-06,1.6249169e-05
LINC02439,1.1533708e-06,5.4476465e-07
LINC02445,1.1533708e-06,5.4476465e-07
VGLL2,1.1533708e-06,5.4476465e-07
VIP,1.1533708e-06,8.8863475e-05
LINC01634,1.1533708e-06,5.4476465e-07
LINC01639,1.1533708e-06,5.4476465e-07
GLTPD2,1.1533708e-06,5.4476465e-07
LINC02504,1.1533708e-06,5.4476465e-07
LINC02290,1.1533708e-06,7.997731e-05
UGT1A6,1.1533708e-06,5.4476465e-07
UNC5B-AS1,1.1533708e-06,5.6016193e-05
HOXA5,1.1533708e-06,5.4476465e-07
HOXA6,1.1533708e-06,5.4476465e-07
HOXA9,1.1533708e-06,5.4476465e-07
HOXB1,1.1533708e-06,5.4476465e-07
HOXB3,1.1533708e-06,0.0020557162
LINC02280,1.1533708e-06,1.9049541e-05
LINC02518,1.1533708e-06,5.4476465e-07
LINC02578,1.1533708e-06,5.4476465e-07
GCNT2P1,1.1533708e-06,2.0043042e-05
LINC02778,1.1533708e-06,5.4476465e-07
LINC02815,1.1533708e-06,5.4476465e-07
TRIM31-AS1,1.1533708e-06,5.4476465e-07
LINC02925,1.1533708e-06,5.4476465e-07
LINC03049,1.1533708e-06,5.4476465e-07
LINC02417,1.1533708e-06,5.4476465e-07
LINP1,1.1533708e-06,3.190737e-05
LINC02630,1.1533708e-06,5.4476465e-07
LINC02835,1.1533708e-06,3.159258e-05
TRIM39-RPP21,1.1533708e-06,5.4476465e-07
ANTXRL,1.1533708e-06,5.4476465e-07
AOC1,1.1533708e-06,4.6474925e-05
GBP6,1.1533708e-06,8.4426e-06
GBP7,1.1533708e-06,5.4476465e-07
IGFL2,1.1533708e-06,0.000106610656
LINC03053,1.1533708e-06,5.4476465e-07
NMRAL2P,1.1533708e-06,5.4476465e-07
SPINK7,1.1533708e-06,5.4476465e-07
SPINT3,1.1533708e-06,8.7455155e-06
SPRR2B,1.1533708e-06,5.4476465e-07
SPRR2G,1.1533708e-06,5.4476465e-07
NKX6-3,1.1533708e-06,5.4476465e-07
FAM240B,1.1533708e-06,5.4476465e-07
LINC00693,1.1533708e-06,5.4476465e-07
FIGNL2-DT,1.1533708e-06,0.0001287458
NHLRC4,1.1533708e-06,5.4476465e-07
NMBR-AS1,1.1533708e-06,3.511227e-05
ELF5,1.1533708e-06,5.4476465e-07
ELL2P1,1.1533708e-06,5.4476465e-07
ELN-AS1,1.1533708e-06,3.5946425e-05
ENOX1-AS2,1.1533708e-06,5.4476465e-07
NKX1-2,1.1533708e-06,5.4476465e-07
ST6GAL2-IT1,1.1533708e-06,3.1993535e-05
NEUROG3,1.1533708e-06,5.4476465e-07
C16orf90,1.1533708e-06,5.4476465e-07
C19orf33,1.1533708e-06,5.4476465e-07
C19orf85,1.1533708e-06,5.4476465e-07
C8G,1.1533708e-06,5.4476465e-07
OR10G3,1.1533708e-06,0.000118700074
OR13A1,1.1533708e-06,1.7339804e-05
OR14I1,1.1533708e-06,5.4476465e-07
LINC00485,1.1533708e-06,5.4476465e-07
GREP1,1.1533708e-06,5.4476465e-07
LINC00492,1.1533708e-06,5.4476465e-07
FAM25C,1.1533708e-06,5.4476465e-07
NAV2-IT1,1.1533708e-06,3.8649334e-05
NBPF15-1,1.1533708e-06,5.4476465e-07
NDUFA8P1,1.1533708e-06,1.6456106e-05
CES1P1,1.1533708e-06,5.4476465e-07
ERVMER61-1,1.1533708e-06,0.0059319385
NEK4P2,1.1533708e-06,5.4476465e-07
LINC00489,1.1533708e-06,5.4476465e-07
DUOXA2,1.1533708e-06,5.4476465e-07
PROKR1,1.1533708e-06,3.0345818e-05
PRPH,1.1533708e-06,0.00022142098
SMIM6-1,1.1533708e-06,5.4476465e-07
SNHG4,1.1533708e-06,7.208817e-05
LIMS3,1.1533708e-06,5.4476465e-07
LINC00102,1.1533708e-06,3.492726e-05
PRECSIT,1.1533708e-06,5.4476465e-07
BMS1P9,1.1533708e-06,5.4476465e-07
FAM156B,1.1533708e-06,5.4476465e-07
FAM170B-AS1,1.1533708e-06,5.4476465e-07
FAM230A,1.1533708e-06,5.4476465e-07
FAM238A,1.1533708e-06,5.4476465e-07
EVX2,1.1533708e-06,5.4476465e-07
OR10D3,1.1533708e-06,5.4476465e-07
PTPRS-AS1,1.1533708e-06,5.4476465e-07
H2BC12,1.1533708e-06,2.3918881e-05
PRH2,1.1533708e-06,7.223388e-05
BPIFB2,1.1533708e-06,0.0001003371
BSCL2,1.1533708e-06,0.009551873
NOS2P3,1.1533708e-06,7.1634844e-05
NPAS2-AS1,1.1533708e-06,5.4476465e-07
LINC00659,1.1533708e-06,5.4476465e-07
DUSP29,1.1533708e-06,5.4476465e-07
ECI2-DT,1.1533708e-06,5.4476465e-07
EDN3,1.1533708e-06,6.672983e-05
LILRA3,1.1533708e-06,5.4476465e-07
EPGN,1.1533708e-06,2.3381679e-05
EPHA8,1.1533708e-06,0.00061519316
PRICKLE4,1.1533708e-06,0.00034185662
PSLNR,1.1533708e-06,5.4476465e-07
PSME2P6,1.1533708e-06,5.4476465e-07
CRMA,1.1533708e-06,5.4476465e-07
CRYGA,1.1533708e-06,2.9449064e-05
LIF,1.1533708e-06,8.7049e-05
NSUN6-1,1.1533708e-06,5.4476465e-07
VSX1,1.1533708e-06,5.4476465e-07
VWA5B2,1.1533708e-06,0.0006651363
RNU6-915P,1.1533708e-06,5.4476465e-07
RPL21P13,1.1533708e-06,5.4476465e-07
RPL21P93,1.1533708e-06,5.4476465e-07
RPL30-AS1,1.1533708e-06,5.4476465e-07
LINC01645,1.1533708e-06,5.8812962e-05
LINC01673,1.1533708e-06,5.4476465e-07
C11orf96,1.1533708e-06,0.0018454359
LINC01683,1.1533708e-06,5.4476465e-07
LINC01689,1.1533708e-06,5.4476465e-07
LINC01989,1.1533708e-06,1.9512587e-05
ZNF584-DT,1.1533708e-06,5.4476465e-07
RNU6-422P,1.1533708e-06,5.4476465e-07
CYP2C19,1.1533708e-06,0.0001483816
CYP2F2P,1.1533708e-06,5.4476465e-07
PNMA6F,1.1533708e-06,5.4476465e-07
LINC01678,1.1533708e-06,5.4476465e-07
RNU6-645P,1.1533708e-06,5.4476465e-07
CLEC4M,1.1533708e-06,5.4476465e-07
CLEC7A,1.1533708e-06,5.4476465e-07
RGS18,1.1533708e-06,4.9561037e-05
RN7SKP198,1.1533708e-06,1.4897851e-05
ZNF833P,1.1533708e-06,5.4476465e-07
ZNF847P,1.1533708e-06,0.00019296024
GOLGA6L17P,1.1533708e-06,5.4476465e-07
RBMY1J,1.1533708e-06,5.4476465e-07
GOLGA8VP,1.1533708e-06,1.4802129e-05
GPR15LG,1.1533708e-06,5.4476465e-07
LINC02153,1.1533708e-06,2.0253421e-05
C5orf58,1.1533708e-06,9.3014125e-05
HOXB7,1.1533708e-06,5.4476465e-07
ICOSLG,1.1533708e-06,3.6788333e-05
ZAR1,1.1533708e-06,5.4476465e-07
RBMXL2,1.1533708e-06,5.4476465e-07
GOLGA6L6,1.1533708e-06,5.4476465e-07
RN7SL658P,1.1533708e-06,5.4476465e-07
SPATA25,1.1533708e-06,5.4476465e-07
SPATA46,1.1533708e-06,0.0001793586
SPDYE4,1.1533708e-06,5.4476465e-07
NPIPA3,1.1533708e-06,0.0001480205
NTAN1P3,1.1533708e-06,5.4476465e-07
NTN3,1.1533708e-06,2.4753768e-05
NUTM2F,1.1533708e-06,0.000100574944
PNMA8B,1.1533708e-06,0.00038939365
EHD4-AS1,1.1533708e-06,5.4476465e-07
EIF2S2P4,1.1533708e-06,5.4476465e-07
EIF4E1B,1.1533708e-06,0.00013394472
NPPA-AS1,1.1533708e-06,5.4476465e-07
KCNG4,1.1533708e-06,6.0995782e-05
HERC2P8,1.1533708e-06,5.4476465e-07
SPINK14,1.1533708e-06,1.7230033e-05
BSN-AS1,1.1533708e-06,5.4476465e-07
NKX1-1,1.1533708e-06,5.4476465e-07
POTEA,1.1533708e-06,5.4476465e-07
POU2AF2,1.1533708e-06,2.4389688e-05
POU4F3,1.1533708e-06,5.4476465e-07
ZNF248-AS1,1.1533708e-06,5.4476465e-07
HOXD3,1.1533708e-06,0.00035438605
UOX,1.1533708e-06,2.0482026e-05
URAD,1.1533708e-06,3.9896673e-05
PPBP,1.1533708e-06,2.4365603e-05
HOXB6,1.1533708e-06,5.4476465e-07
SERPINA11,1.1533708e-06,5.4476465e-07
SERPINA5,1.1533708e-06,5.4476465e-07
CALHM3,1.1533708e-06,5.4476465e-07
VCX3A,1.1533708e-06,4.0667146e-05
GJD2-1,1.1533708e-06,0.00021411834
GJD4,1.1533708e-06,5.4476465e-07
LINC01496,1.1533708e-06,2.4988803e-05
LINC01511,1.1533708e-06,3.374378e-05
CSF3,1.1533708e-06,5.4476465e-07
HMGB1P28,1.1533708e-06,5.4476465e-07
HMGB1P47,1.1533708e-06,5.4476465e-07
HMGB3P21,1.1533708e-06,1.1679896e-05
LINC00707,1.1533708e-06,2.6063388e-05
LINC00856,1.1533708e-06,5.4476465e-07
LINC00898,1.1533708e-06,5.4476465e-07
LINC00921,1.1533708e-06,6.5606415e-05
FCRL4,1.1533708e-06,5.4476465e-07
LBX2-AS1,1.1533708e-06,1.3665284e-05
TLR4,1.1533708e-06,1.651493e-05
MRPL23-AS1,1.1533708e-06,5.4476465e-07
MT4,1.1533708e-06,2.5798443e-05
MTRNR2L5,1.1533708e-06,5.4476465e-07
MUC20,1.1533708e-06,0.0025128773
MUC3A,1.1533708e-06,2.3141614e-05
TBX3,1.1533708e-06,0.00012431176
TCP1P1,1.1533708e-06,2.7504962e-05
TLCD4-RWDD3,1.1533708e-06,5.4476465e-07
PRSS16,1.1533708e-06,5.4476465e-07
PSG11,1.1533708e-06,0.00010419828
PSG2-2,1.1533708e-06,5.4476465e-07
OR2J2,1.1533708e-06,0.00010153744
OR2L8,1.1533708e-06,5.2906224e-05
OR2M3,1.1533708e-06,1.925372e-05
BCYRN1,1.1533708e-06,5.4476465e-07
LINC00945,1.1533708e-06,5.4476465e-07
MPEG1,1.1533708e-06,5.4476465e-07
LINC01039,1.1533708e-06,5.4476465e-07
LINC01047,1.1533708e-06,5.4476465e-07
LINC01058,1.1533708e-06,5.4476465e-07
MYZAP,1.1533708e-06,2.2244958e-05
TLR7,1.1533708e-06,5.4476465e-07
TLR9,1.1533708e-06,8.005481e-05
MIR8072,1.1533708e-06,5.4476465e-07
MMP23B,1.1533708e-06,4.745647e-05
LINC00994,1.1533708e-06,5.4476465e-07
METTL21C,1.1533708e-06,5.4476465e-07
MIOX,1.1533708e-06,3.5164077e-05
MIR1302-9,1.1533708e-06,5.4476465e-07
MIR145,1.1533708e-06,5.4476465e-07
IRGC,1.1533708e-06,5.4476465e-07
HMGB1P13,1.1533708e-06,5.4476465e-07
RNU6-437P,1.1533708e-06,5.4476465e-07
TMEM132E-DT,1.1533708e-06,5.4476465e-07
NADK2-AS1,1.1533708e-06,5.4476465e-07
TMEM184B-AS1-1,1.1533708e-06,5.4476465e-07
KRT5,1.1533708e-06,5.4476465e-07
KRT7,1.1533708e-06,5.4476465e-07
HMGN1P36,1.1533708e-06,5.4476465e-07
AVPR2,1.1533708e-06,5.4476465e-07
FAM9C,1.1533708e-06,5.4476465e-07
FBXO36-IT1,1.1533708e-06,5.4476465e-07
IQCJ-SCHIP1,1.1533708e-06,0.027823392
TMEM151B,1.1533708e-06,0.002954261
MSTO2P,1.1533708e-06,2.797506e-05
FAM32BP,1.1533708e-06,3.9383052e-05
FAM87B,1.1533708e-06,8.595907e-05
ATP8B1-AS1,1.1533708e-06,5.4476465e-07
MROCKI,1.1533708e-06,5.4476465e-07
MROH2A,1.1533708e-06,5.4476465e-07
MIR146A,1.1533708e-06,5.4476465e-07
MIR194-2,1.1533708e-06,5.4476465e-07
LINC01257,1.1533708e-06,5.695181e-05
MIR2117,1.1533708e-06,5.4476465e-07
MIR2117HG,1.1533708e-06,5.4476465e-07
MIR219A2,1.1533708e-06,5.4476465e-07
TLX1,1.1533708e-06,5.4476465e-07
ARMC2-AS1,1.1533708e-06,0.00029512105
KRT81,1.1533708e-06,5.4476465e-07
MIR29A,1.1533708e-06,5.4476465e-07
LINC01255,1.1533708e-06,5.4476465e-07
MIR205HG,1.1533708e-06,5.4476465e-07
IZUMO3,1.1533708e-06,5.4476465e-07
RPS27AP19,1.1533708e-06,1.8082083e-05
EPIST,1.1533708e-06,5.4476465e-07
ERI3-IT1,1.1533708e-06,5.4476465e-07
HMX2,1.1533708e-06,5.4476465e-07
HNRNPA3P16,1.1533708e-06,5.4476465e-07
HNRNPCP7,1.1533708e-06,5.4476465e-07
EVPLL,1.1533708e-06,3.496844e-05
H4C12,1.1533708e-06,5.4476465e-07
TBC1D3B,1.1533708e-06,5.4476465e-07
TBC1D3F,1.1533708e-06,5.4476465e-07
TBX10,1.1533708e-06,5.4476465e-07
NANOGNBP2,1.1533708e-06,5.4476465e-07
FABP9,1.1533708e-06,1.3737518e-05
BARX1,1.1533708e-06,5.4476465e-07
BCRP5,1.1533708e-06,5.4476465e-07
PTGDR2,1.1533708e-06,5.4476465e-07
TBC1D21,1.1533708e-06,5.4476465e-07
CFAP47-1,1.1533708e-06,5.4476465e-07
CFHR2,1.1533708e-06,5.4476465e-07
CGA,1.1533708e-06,2.5456635e-05
CD300C,1.1533708e-06,5.4476465e-07
RPS29P31,1.1533708e-06,5.4476465e-07
RPS3AP17,1.1533708e-06,5.4476465e-07
RRM2-1,1.1533708e-06,5.4476465e-07
CDRT15L2,1.1533708e-06,5.4476465e-07
ITIH3,1.1533708e-06,1.741826e-05
PTHLH,1.1533708e-06,5.4476465e-07
PTMAP12,1.1533708e-06,5.4476465e-07
PTMAP3,1.1533708e-06,5.4476465e-07
EVX1,1.1533708e-06,9.309473e-05
CEACAM18,1.1533708e-06,5.4476465e-07
CEACAM3,1.1533708e-06,5.4476465e-07
NEBL-1,1.1533708e-06,0.04227537
ESX1,1.1533708e-06,5.4476465e-07
CDRT15P2,1.1533708e-06,5.4476465e-07
CDH13-AS1,1.1533708e-06,5.4476465e-07
SAA2,1.1533708e-06,5.4476465e-07
SLC9A9-AS2,1.1533708e-06,1.3765467e-05
CA7,1.1533708e-06,5.4476465e-07
LINC00544,1.1533708e-06,2.7246699e-05
SNORD116-20,1.1533708e-06,5.4476465e-07
C1QTNF8,1.1533708e-06,4.0663752e-05
OCSTAMP,1.1533708e-06,2.448794e-05
PTGER1,1.1533708e-06,5.0864553e-05
CACTIN-AS1,1.1533708e-06,8.080678e-05
SMIM24,1.1533708e-06,5.4476465e-07
LINC00566,1.1533708e-06,5.4476465e-07
LINC00588,1.1533708e-06,3.2189833e-05
GPRACR,1.1533708e-06,5.4476465e-07
OR1A1,1.1533708e-06,5.4476465e-07
OR2A1-AS1,1.1533708e-06,0.0011651454
SLC9A4,1.1533708e-06,3.719672e-05
OPN4,1.1533708e-06,5.4476465e-07
MYADML,1.1533708e-06,5.4476465e-07
MYDGF,1.1533708e-06,5.4476465e-07
MYL1,1.1533708e-06,0.026827468
BEND2,1.1533708e-06,5.9650458e-05
TAS2R1,1.1533708e-06,5.4476465e-07
SCGB1D4,1.1533708e-06,5.4476465e-07
CD93,1.1533708e-06,4.0829495e-05
CSRP3,1.1533708e-06,4.2439307e-05
LGALS7B,1.1533708e-06,5.4476465e-07
CTSE,1.1533708e-06,5.4476465e-07
CCDC70,1.1533708e-06,5.4476465e-07
PRR27,1.1533708e-06,5.4476465e-07
RXFP3,1.1533708e-06,5.4476465e-07
PELO-AS1,1.1533708e-06,5.4476465e-07
PPP1R14BP2,1.1533708e-06,5.4476465e-07
PPT2-EGFL8,1.1533708e-06,5.4476465e-07
PRAMEF6,1.1533708e-06,5.4476465e-07
PRB3,1.1533708e-06,5.4476465e-07
CTB-30L5.1,1.1533708e-06,5.4476465e-07
